Cell,Louvain_Stage,Annotation
cell_119528,0,Blood
cell_119529,8,Caudal Epiblast
cell_119530,6,CardioPhayngeral prog
cell_119531,1,ant NECT FB
cell_119532,1,ant NECT FB
cell_119533,3,ant Epiblast*
cell_119534,3,ant Epiblast*
cell_119536,5,"LPM, IM, "
cell_119537,5,"LPM, IM, "
cell_119538,16,ant Endoderm
cell_119539,6,CardioPhayngeral prog
cell_119540,15,cardiac?
cell_119541,1,ant NECT FB
cell_119542,3,ant Epiblast*
cell_119543,6,CardioPhayngeral prog
cell_119544,1,ant NECT FB
cell_119545,11,Primitive Streak
cell_119546,2,Visceral Endoderm
cell_119548,12,Blood
cell_119549,3,ant Epiblast*
cell_119550,6,CardioPhayngeral prog
cell_119551,17,Node
cell_119552,7,Pharyngeal primordium
cell_119553,5,"LPM, IM, "
cell_119555,8,Caudal Epiblast
cell_119556,4,"post Primitive Streak, pxm"
cell_119557,7,Pharyngeal primordium
cell_119558,12,Blood
cell_119559,11,Primitive Streak
cell_119560,6,CardioPhayngeral prog
cell_119561,16,ant Endoderm
cell_119563,6,CardioPhayngeral prog
cell_119564,10,Extraembryonic Mesoderm (*2)
cell_119565,4,"post Primitive Streak, pxm"
cell_119566,4,"post Primitive Streak, pxm"
cell_119567,14,First heart field
cell_119568,5,"LPM, IM, "
cell_119569,6,CardioPhayngeral prog
cell_119570,5,"LPM, IM, "
cell_119571,7,Pharyngeal primordium
cell_119572,6,CardioPhayngeral prog
cell_119573,11,Primitive Streak
cell_119574,3,ant Epiblast*
cell_119575,1,ant NECT FB
cell_119576,1,ant NECT FB
cell_119577,13,Endothelium
cell_119578,2,Visceral Endoderm
cell_119580,5,"LPM, IM, "
cell_119583,0,Blood
cell_119584,0,Blood
cell_119585,0,Blood
cell_119586,4,"post Primitive Streak, pxm"
cell_119587,9,Trophectoderm
cell_119588,9,Trophectoderm
cell_119591,8,Caudal Epiblast
cell_119592,10,Extraembryonic Mesoderm (*2)
cell_119593,10,Extraembryonic Mesoderm (*2)
cell_119594,4,"post Primitive Streak, pxm"
cell_119596,4,"post Primitive Streak, pxm"
cell_119597,14,First heart field
cell_119599,2,Visceral Endoderm
cell_119601,7,Pharyngeal primordium
cell_119602,13,Endothelium
cell_119603,4,"post Primitive Streak, pxm"
cell_119604,2,Visceral Endoderm
cell_119605,6,CardioPhayngeral prog
cell_119606,15,cardiac?
cell_119607,5,"LPM, IM, "
cell_119608,5,"LPM, IM, "
cell_119609,0,Blood
cell_119610,4,"post Primitive Streak, pxm"
cell_119611,10,Extraembryonic Mesoderm (*2)
cell_119613,13,Endothelium
cell_119614,15,cardiac?
cell_119615,2,Visceral Endoderm
cell_119616,12,Blood
cell_119618,1,ant NECT FB
cell_119619,7,Pharyngeal primordium
cell_119620,10,Extraembryonic Mesoderm (*2)
cell_119621,4,"post Primitive Streak, pxm"
cell_119622,6,CardioPhayngeral prog
cell_119623,0,Blood
cell_119624,4,"post Primitive Streak, pxm"
cell_119625,3,ant Epiblast*
cell_119627,0,Blood
cell_119628,16,ant Endoderm
cell_119629,14,First heart field
cell_119630,5,"LPM, IM, "
cell_119631,7,Pharyngeal primordium
cell_119632,4,"post Primitive Streak, pxm"
cell_119633,13,Endothelium
cell_119634,1,ant NECT FB
cell_119635,4,"post Primitive Streak, pxm"
cell_119636,-1,
cell_119637,1,ant NECT FB
cell_119638,14,First heart field
cell_119640,7,Pharyngeal primordium
cell_119641,5,"LPM, IM, "
cell_119643,8,Caudal Epiblast
cell_119644,15,cardiac?
cell_119645,6,CardioPhayngeral prog
cell_119646,3,ant Epiblast*
cell_119647,13,Endothelium
cell_119648,3,ant Epiblast*
cell_119649,1,ant NECT FB
cell_119650,5,"LPM, IM, "
cell_119652,4,"post Primitive Streak, pxm"
cell_119653,9,Trophectoderm
cell_119654,2,Visceral Endoderm
cell_119655,1,ant NECT FB
cell_119656,15,cardiac?
cell_119657,1,ant NECT FB
cell_119659,6,CardioPhayngeral prog
cell_119660,4,"post Primitive Streak, pxm"
cell_119661,5,"LPM, IM, "
cell_119662,4,"post Primitive Streak, pxm"
cell_119663,2,Visceral Endoderm
cell_119664,10,Extraembryonic Mesoderm (*2)
cell_119665,7,Pharyngeal primordium
cell_119666,2,Visceral Endoderm
cell_119667,5,"LPM, IM, "
cell_119668,2,Visceral Endoderm
cell_119669,14,First heart field
cell_119671,7,Pharyngeal primordium
cell_119672,4,"post Primitive Streak, pxm"
cell_119673,0,Blood
cell_119674,15,cardiac?
cell_119675,5,"LPM, IM, "
cell_119676,13,Endothelium
cell_119677,11,Primitive Streak
cell_119678,10,Extraembryonic Mesoderm (*2)
cell_119679,6,CardioPhayngeral prog
cell_119681,8,Caudal Epiblast
cell_119682,3,ant Epiblast*
cell_119683,7,Pharyngeal primordium
cell_119684,16,ant Endoderm
cell_119685,9,Trophectoderm
cell_119686,4,"post Primitive Streak, pxm"
cell_119687,2,Visceral Endoderm
cell_119688,15,cardiac?
cell_119691,9,Trophectoderm
cell_119692,5,"LPM, IM, "
cell_119693,3,ant Epiblast*
cell_119694,2,Visceral Endoderm
cell_119695,3,ant Epiblast*
cell_119696,1,ant NECT FB
cell_119697,1,ant NECT FB
cell_119698,0,Blood
cell_119699,16,ant Endoderm
cell_119700,9,Trophectoderm
cell_119702,8,Caudal Epiblast
cell_119703,0,Blood
cell_119704,1,ant NECT FB
cell_119705,2,Visceral Endoderm
cell_119706,9,Trophectoderm
cell_119707,1,ant NECT FB
cell_119708,6,CardioPhayngeral prog
cell_119709,10,Extraembryonic Mesoderm (*2)
cell_119710,6,CardioPhayngeral prog
cell_119711,9,Trophectoderm
cell_119712,5,"LPM, IM, "
cell_119713,16,ant Endoderm
cell_119714,5,"LPM, IM, "
cell_119715,2,Visceral Endoderm
cell_119716,6,CardioPhayngeral prog
cell_119717,10,Extraembryonic Mesoderm (*2)
cell_119718,5,"LPM, IM, "
cell_119719,3,ant Epiblast*
cell_119720,4,"post Primitive Streak, pxm"
cell_119721,6,CardioPhayngeral prog
cell_119723,7,Pharyngeal primordium
cell_119724,0,Blood
cell_119725,2,Visceral Endoderm
cell_119726,4,"post Primitive Streak, pxm"
cell_119727,14,First heart field
cell_119728,14,First heart field
cell_119729,14,First heart field
cell_119730,2,Visceral Endoderm
cell_119731,6,CardioPhayngeral prog
cell_119732,1,ant NECT FB
cell_119733,4,"post Primitive Streak, pxm"
cell_119734,12,Blood
cell_119735,15,cardiac?
cell_119736,15,cardiac?
cell_119737,2,Visceral Endoderm
cell_119738,3,ant Epiblast*
cell_119739,5,"LPM, IM, "
cell_119740,8,Caudal Epiblast
cell_119741,14,First heart field
cell_119742,10,Extraembryonic Mesoderm (*2)
cell_119745,11,Primitive Streak
cell_119746,6,CardioPhayngeral prog
cell_119747,9,Trophectoderm
cell_119748,1,ant NECT FB
cell_119749,0,Blood
cell_119750,7,Pharyngeal primordium
cell_119751,0,Blood
cell_119752,0,Blood
cell_119753,13,Endothelium
cell_119754,10,Extraembryonic Mesoderm (*2)
cell_119755,15,cardiac?
cell_119756,2,Visceral Endoderm
cell_119757,5,"LPM, IM, "
cell_119758,1,ant NECT FB
cell_119759,13,Endothelium
cell_119760,7,Pharyngeal primordium
cell_119761,11,Primitive Streak
cell_119762,10,Extraembryonic Mesoderm (*2)
cell_119763,15,cardiac?
cell_119764,4,"post Primitive Streak, pxm"
cell_119765,11,Primitive Streak
cell_119767,3,ant Epiblast*
cell_119768,8,Caudal Epiblast
cell_119769,2,Visceral Endoderm
cell_119771,8,Caudal Epiblast
cell_119772,3,ant Epiblast*
cell_119774,16,ant Endoderm
cell_119775,0,Blood
cell_119776,8,Caudal Epiblast
cell_119777,0,Blood
cell_119778,12,Blood
cell_119779,4,"post Primitive Streak, pxm"
cell_119780,1,ant NECT FB
cell_119781,2,Visceral Endoderm
cell_119782,1,ant NECT FB
cell_119783,8,Caudal Epiblast
cell_119784,17,Node
cell_119785,13,Endothelium
cell_119786,1,ant NECT FB
cell_119788,0,Blood
cell_119789,9,Trophectoderm
cell_119790,3,ant Epiblast*
cell_119791,0,Blood
cell_119792,11,Primitive Streak
cell_119793,8,Caudal Epiblast
cell_119794,2,Visceral Endoderm
cell_119795,4,"post Primitive Streak, pxm"
cell_119796,13,Endothelium
cell_119797,4,"post Primitive Streak, pxm"
cell_119798,12,Blood
cell_119799,9,Trophectoderm
cell_119800,0,Blood
cell_119801,10,Extraembryonic Mesoderm (*2)
cell_119803,7,Pharyngeal primordium
cell_119804,6,CardioPhayngeral prog
cell_119805,7,Pharyngeal primordium
cell_119806,2,Visceral Endoderm
cell_119807,10,Extraembryonic Mesoderm (*2)
cell_119808,0,Blood
cell_119809,15,cardiac?
cell_119810,12,Blood
cell_119811,1,ant NECT FB
cell_119812,10,Extraembryonic Mesoderm (*2)
cell_119813,14,First heart field
cell_119814,9,Trophectoderm
cell_119815,3,ant Epiblast*
cell_119816,15,cardiac?
cell_119817,10,Extraembryonic Mesoderm (*2)
cell_119818,9,Trophectoderm
cell_119819,7,Pharyngeal primordium
cell_119821,2,Visceral Endoderm
cell_119822,5,"LPM, IM, "
cell_119823,9,Trophectoderm
cell_119824,6,CardioPhayngeral prog
cell_119826,3,ant Epiblast*
cell_119827,0,Blood
cell_119829,11,Primitive Streak
cell_119830,16,ant Endoderm
cell_119831,3,ant Epiblast*
cell_119832,1,ant NECT FB
cell_119833,0,Blood
cell_119834,1,ant NECT FB
cell_119835,14,First heart field
cell_119836,0,Blood
cell_119837,0,Blood
cell_119838,7,Pharyngeal primordium
cell_119839,9,Trophectoderm
cell_119840,2,Visceral Endoderm
cell_119841,15,cardiac?
cell_119843,3,ant Epiblast*
cell_119844,1,ant NECT FB
cell_119845,11,Primitive Streak
cell_119846,1,ant NECT FB
cell_119847,13,Endothelium
cell_119849,1,ant NECT FB
cell_119850,4,"post Primitive Streak, pxm"
cell_119851,11,Primitive Streak
cell_119852,5,"LPM, IM, "
cell_119853,7,Pharyngeal primordium
cell_119854,4,"post Primitive Streak, pxm"
cell_119855,5,"LPM, IM, "
cell_119856,13,Endothelium
cell_119857,10,Extraembryonic Mesoderm (*2)
cell_119859,3,ant Epiblast*
cell_119860,9,Trophectoderm
cell_119861,1,ant NECT FB
cell_119862,2,Visceral Endoderm
cell_119863,4,"post Primitive Streak, pxm"
cell_119864,7,Pharyngeal primordium
cell_119865,2,Visceral Endoderm
cell_119867,7,Pharyngeal primordium
cell_119868,-1,
cell_119869,14,First heart field
cell_119870,7,Pharyngeal primordium
cell_119871,2,Visceral Endoderm
cell_119872,7,Pharyngeal primordium
cell_119873,13,Endothelium
cell_119874,6,CardioPhayngeral prog
cell_119875,9,Trophectoderm
cell_119876,5,"LPM, IM, "
cell_119877,7,Pharyngeal primordium
cell_119878,9,Trophectoderm
cell_119879,5,"LPM, IM, "
cell_119880,12,Blood
cell_119881,8,Caudal Epiblast
cell_119882,11,Primitive Streak
cell_119884,0,Blood
cell_119885,2,Visceral Endoderm
cell_119886,11,Primitive Streak
cell_119888,4,"post Primitive Streak, pxm"
cell_119889,3,ant Epiblast*
cell_119890,12,Blood
cell_119891,12,Blood
cell_119896,12,Blood
cell_119897,16,ant Endoderm
cell_119898,4,"post Primitive Streak, pxm"
cell_119899,6,CardioPhayngeral prog
cell_119900,6,CardioPhayngeral prog
cell_119901,9,Trophectoderm
cell_119902,2,Visceral Endoderm
cell_119903,12,Blood
cell_119904,2,Visceral Endoderm
cell_119905,10,Extraembryonic Mesoderm (*2)
cell_119906,5,"LPM, IM, "
cell_119907,13,Endothelium
cell_119908,10,Extraembryonic Mesoderm (*2)
cell_119909,17,Node
cell_119910,7,Pharyngeal primordium
cell_119912,9,Trophectoderm
cell_119914,6,CardioPhayngeral prog
cell_119917,5,"LPM, IM, "
cell_119920,1,ant NECT FB
cell_119921,12,Blood
cell_119922,11,Primitive Streak
cell_119923,5,"LPM, IM, "
cell_119925,3,ant Epiblast*
cell_119926,9,Trophectoderm
cell_119927,13,Endothelium
cell_119928,13,Endothelium
cell_119929,3,ant Epiblast*
cell_119931,4,"post Primitive Streak, pxm"
cell_119934,5,"LPM, IM, "
cell_119935,10,Extraembryonic Mesoderm (*2)
cell_119936,13,Endothelium
cell_119937,14,First heart field
cell_119938,7,Pharyngeal primordium
cell_119939,7,Pharyngeal primordium
cell_119941,9,Trophectoderm
cell_119943,5,"LPM, IM, "
cell_119944,2,Visceral Endoderm
cell_119945,12,Blood
cell_119946,4,"post Primitive Streak, pxm"
cell_119947,1,ant NECT FB
cell_119948,15,cardiac?
cell_119949,7,Pharyngeal primordium
cell_119950,9,Trophectoderm
cell_119951,3,ant Epiblast*
cell_119952,11,Primitive Streak
cell_119953,4,"post Primitive Streak, pxm"
cell_119954,1,ant NECT FB
cell_119956,15,cardiac?
cell_119957,4,"post Primitive Streak, pxm"
cell_119958,15,cardiac?
cell_119959,0,Blood
cell_119960,5,"LPM, IM, "
cell_119961,15,cardiac?
cell_119962,9,Trophectoderm
cell_119963,7,Pharyngeal primordium
cell_119964,14,First heart field
cell_119965,9,Trophectoderm
cell_119966,11,Primitive Streak
cell_119967,16,ant Endoderm
cell_119968,3,ant Epiblast*
cell_119969,3,ant Epiblast*
cell_119970,2,Visceral Endoderm
cell_119971,6,CardioPhayngeral prog
cell_119972,2,Visceral Endoderm
cell_119973,12,Blood
cell_119974,8,Caudal Epiblast
cell_119975,0,Blood
cell_119976,5,"LPM, IM, "
cell_119977,5,"LPM, IM, "
cell_119978,9,Trophectoderm
cell_119979,8,Caudal Epiblast
cell_119980,8,Caudal Epiblast
cell_119981,14,First heart field
cell_119982,5,"LPM, IM, "
cell_119983,1,ant NECT FB
cell_119984,7,Pharyngeal primordium
cell_119985,11,Primitive Streak
cell_119986,5,"LPM, IM, "
cell_119987,10,Extraembryonic Mesoderm (*2)
cell_119988,1,ant NECT FB
cell_119989,13,Endothelium
cell_119990,16,ant Endoderm
cell_119991,7,Pharyngeal primordium
cell_119993,7,Pharyngeal primordium
cell_119995,9,Trophectoderm
cell_119997,4,"post Primitive Streak, pxm"
cell_119998,2,Visceral Endoderm
cell_120001,8,Caudal Epiblast
cell_120002,2,Visceral Endoderm
cell_120004,5,"LPM, IM, "
cell_120005,13,Endothelium
cell_120006,6,CardioPhayngeral prog
cell_120007,1,ant NECT FB
cell_120009,11,Primitive Streak
cell_120010,6,CardioPhayngeral prog
cell_120011,7,Pharyngeal primordium
cell_120012,2,Visceral Endoderm
cell_120013,13,Endothelium
cell_120014,6,CardioPhayngeral prog
cell_120015,4,"post Primitive Streak, pxm"
cell_120018,8,Caudal Epiblast
cell_120019,5,"LPM, IM, "
cell_120020,8,Caudal Epiblast
cell_120021,6,CardioPhayngeral prog
cell_120022,7,Pharyngeal primordium
cell_120023,2,Visceral Endoderm
cell_120024,7,Pharyngeal primordium
cell_120025,9,Trophectoderm
cell_120026,6,CardioPhayngeral prog
cell_120027,0,Blood
cell_120028,10,Extraembryonic Mesoderm (*2)
cell_120029,0,Blood
cell_120031,7,Pharyngeal primordium
cell_120033,3,ant Epiblast*
cell_120034,14,First heart field
cell_120035,0,Blood
cell_120036,8,Caudal Epiblast
cell_120038,1,ant NECT FB
cell_120039,2,Visceral Endoderm
cell_120040,4,"post Primitive Streak, pxm"
cell_120041,8,Caudal Epiblast
cell_120042,17,Node
cell_120043,7,Pharyngeal primordium
cell_120044,5,"LPM, IM, "
cell_120045,3,ant Epiblast*
cell_120046,6,CardioPhayngeral prog
cell_120047,4,"post Primitive Streak, pxm"
cell_120049,8,Caudal Epiblast
cell_120050,8,Caudal Epiblast
cell_120051,1,ant NECT FB
cell_120052,7,Pharyngeal primordium
cell_120053,13,Endothelium
cell_120054,9,Trophectoderm
cell_120055,7,Pharyngeal primordium
cell_120056,6,CardioPhayngeral prog
cell_120057,3,ant Epiblast*
cell_120058,1,ant NECT FB
cell_120059,4,"post Primitive Streak, pxm"
cell_120060,11,Primitive Streak
cell_120061,9,Trophectoderm
cell_120062,7,Pharyngeal primordium
cell_120063,13,Endothelium
cell_120064,16,ant Endoderm
cell_120065,0,Blood
cell_120066,9,Trophectoderm
cell_120067,1,ant NECT FB
cell_120068,1,ant NECT FB
cell_120069,6,CardioPhayngeral prog
cell_120070,13,Endothelium
cell_120071,13,Endothelium
cell_120073,3,ant Epiblast*
cell_120074,6,CardioPhayngeral prog
cell_120075,7,Pharyngeal primordium
cell_120076,6,CardioPhayngeral prog
cell_120077,5,"LPM, IM, "
cell_120078,6,CardioPhayngeral prog
cell_120080,13,Endothelium
cell_120081,2,Visceral Endoderm
cell_120082,16,ant Endoderm
cell_120083,10,Extraembryonic Mesoderm (*2)
cell_120084,3,ant Epiblast*
cell_120085,4,"post Primitive Streak, pxm"
cell_120086,7,Pharyngeal primordium
cell_120088,6,CardioPhayngeral prog
cell_120089,9,Trophectoderm
cell_120090,14,First heart field
cell_120091,3,ant Epiblast*
cell_120092,1,ant NECT FB
cell_120093,1,ant NECT FB
cell_120094,15,cardiac?
cell_120095,4,"post Primitive Streak, pxm"
cell_120096,8,Caudal Epiblast
cell_120098,1,ant NECT FB
cell_120100,4,"post Primitive Streak, pxm"
cell_120101,15,cardiac?
cell_120102,1,ant NECT FB
cell_120103,9,Trophectoderm
cell_120104,9,Trophectoderm
cell_120105,4,"post Primitive Streak, pxm"
cell_120106,1,ant NECT FB
cell_120107,4,"post Primitive Streak, pxm"
cell_120108,3,ant Epiblast*
cell_120110,6,CardioPhayngeral prog
cell_120111,16,ant Endoderm
cell_120113,13,Endothelium
cell_120114,1,ant NECT FB
cell_120115,12,Blood
cell_120116,6,CardioPhayngeral prog
cell_120117,15,cardiac?
cell_120118,5,"LPM, IM, "
cell_120119,10,Extraembryonic Mesoderm (*2)
cell_120120,12,Blood
cell_120121,15,cardiac?
cell_120122,7,Pharyngeal primordium
cell_120123,4,"post Primitive Streak, pxm"
cell_120124,15,cardiac?
cell_120125,6,CardioPhayngeral prog
cell_120126,0,Blood
cell_120127,1,ant NECT FB
cell_120129,2,Visceral Endoderm
cell_120130,2,Visceral Endoderm
cell_120131,1,ant NECT FB
cell_120133,3,ant Epiblast*
cell_120136,2,Visceral Endoderm
cell_120138,7,Pharyngeal primordium
cell_120139,4,"post Primitive Streak, pxm"
cell_120141,1,ant NECT FB
cell_120143,6,CardioPhayngeral prog
cell_120145,7,Pharyngeal primordium
cell_120146,5,"LPM, IM, "
cell_120147,9,Trophectoderm
cell_120148,4,"post Primitive Streak, pxm"
cell_120149,13,Endothelium
cell_120151,3,ant Epiblast*
cell_120153,15,cardiac?
cell_120154,7,Pharyngeal primordium
cell_120155,1,ant NECT FB
cell_120157,2,Visceral Endoderm
cell_120158,1,ant NECT FB
cell_120159,3,ant Epiblast*
cell_120160,1,ant NECT FB
cell_120161,9,Trophectoderm
cell_120162,16,ant Endoderm
cell_120163,4,"post Primitive Streak, pxm"
cell_120166,0,Blood
cell_120167,6,CardioPhayngeral prog
cell_120169,4,"post Primitive Streak, pxm"
cell_120171,9,Trophectoderm
cell_120172,5,"LPM, IM, "
cell_120173,0,Blood
cell_120174,3,ant Epiblast*
cell_120175,4,"post Primitive Streak, pxm"
cell_120176,4,"post Primitive Streak, pxm"
cell_120177,10,Extraembryonic Mesoderm (*2)
cell_120178,13,Endothelium
cell_120179,10,Extraembryonic Mesoderm (*2)
cell_120180,14,First heart field
cell_120181,9,Trophectoderm
cell_120182,7,Pharyngeal primordium
cell_120184,13,Endothelium
cell_120185,15,cardiac?
cell_120186,2,Visceral Endoderm
cell_120187,7,Pharyngeal primordium
cell_120189,6,CardioPhayngeral prog
cell_120190,9,Trophectoderm
cell_120191,10,Extraembryonic Mesoderm (*2)
cell_120193,3,ant Epiblast*
cell_120195,6,CardioPhayngeral prog
cell_120196,13,Endothelium
cell_120197,15,cardiac?
cell_120198,8,Caudal Epiblast
cell_120199,5,"LPM, IM, "
cell_120200,13,Endothelium
cell_120202,13,Endothelium
cell_120204,8,Caudal Epiblast
cell_120205,11,Primitive Streak
cell_120206,6,CardioPhayngeral prog
cell_120207,16,ant Endoderm
cell_120209,8,Caudal Epiblast
cell_120212,3,ant Epiblast*
cell_120213,4,"post Primitive Streak, pxm"
cell_120214,0,Blood
cell_120215,7,Pharyngeal primordium
cell_120216,10,Extraembryonic Mesoderm (*2)
cell_120217,8,Caudal Epiblast
cell_120218,17,Node
cell_120219,3,ant Epiblast*
cell_120220,10,Extraembryonic Mesoderm (*2)
cell_120222,9,Trophectoderm
cell_120223,10,Extraembryonic Mesoderm (*2)
cell_120224,1,ant NECT FB
cell_120225,11,Primitive Streak
cell_120226,7,Pharyngeal primordium
cell_120227,13,Endothelium
cell_120228,6,CardioPhayngeral prog
cell_120230,10,Extraembryonic Mesoderm (*2)
cell_120231,4,"post Primitive Streak, pxm"
cell_120232,5,"LPM, IM, "
cell_120233,5,"LPM, IM, "
cell_120234,12,Blood
cell_120235,2,Visceral Endoderm
cell_120236,1,ant NECT FB
cell_120237,5,"LPM, IM, "
cell_120239,0,Blood
cell_120240,9,Trophectoderm
cell_120241,10,Extraembryonic Mesoderm (*2)
cell_120242,8,Caudal Epiblast
cell_120243,3,ant Epiblast*
cell_120244,4,"post Primitive Streak, pxm"
cell_120245,8,Caudal Epiblast
cell_120246,11,Primitive Streak
cell_120248,0,Blood
cell_120250,8,Caudal Epiblast
cell_120251,15,cardiac?
cell_120252,1,ant NECT FB
cell_120253,6,CardioPhayngeral prog
cell_120254,0,Blood
cell_120255,2,Visceral Endoderm
cell_120256,7,Pharyngeal primordium
cell_120257,2,Visceral Endoderm
cell_120258,12,Blood
cell_120259,14,First heart field
cell_120260,1,ant NECT FB
cell_120262,4,"post Primitive Streak, pxm"
cell_120263,13,Endothelium
cell_120264,14,First heart field
cell_120265,10,Extraembryonic Mesoderm (*2)
cell_120267,13,Endothelium
cell_120268,5,"LPM, IM, "
cell_120269,2,Visceral Endoderm
cell_120270,9,Trophectoderm
cell_120271,0,Blood
cell_120272,12,Blood
cell_120273,3,ant Epiblast*
cell_120274,3,ant Epiblast*
cell_120275,12,Blood
cell_120277,4,"post Primitive Streak, pxm"
cell_120278,6,CardioPhayngeral prog
cell_120279,3,ant Epiblast*
cell_120280,1,ant NECT FB
cell_120281,11,Primitive Streak
cell_120282,3,ant Epiblast*
cell_120283,7,Pharyngeal primordium
cell_120284,3,ant Epiblast*
cell_120286,16,ant Endoderm
cell_120287,2,Visceral Endoderm
cell_120288,10,Extraembryonic Mesoderm (*2)
cell_120291,14,First heart field
cell_120292,8,Caudal Epiblast
cell_120294,16,ant Endoderm
cell_120295,9,Trophectoderm
cell_120296,4,"post Primitive Streak, pxm"
cell_120297,8,Caudal Epiblast
cell_120298,0,Blood
cell_120299,8,Caudal Epiblast
